customer_key,customer_id,age,gender,state,city,customer_type,customer_segment,loan_type,customer_since_date,age_group,region
723,2c9719b8-4290-4f81-9b72-6107a5272fe8,44,M,Maharashtra,Mumbai,Retail,Wealth,Personal Loan,2021-07-22,36-45,West
724,5cb9c4ee-c277-4c3e-b531-8662637cca84,18,M,Rajasthan,Jaipur,Retail,Premium,Credit Card,2022-04-06,18-25,North
725,c5146b64-2d7e-4f9a-8bf5-c996ac175aa0,43,M,Maharashtra,Mumbai,Corporate,Premium,Credit Card,2025-06-26,36-45,West
726,6abb6c13-b938-47c8-aa8e-11c89f045e48,52,M,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2021-09-22,46-55,West
727,0484067c-27fb-477e-b7b6-ad4d63f7a5ac,35,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2022-01-05,26-35,South
728,f06cd0dc-e6c3-4fe2-b277-c1025614962e,49,M,Maharashtra,Mumbai,Retail,Mass,Auto Loan,2020-12-28,46-55,West
729,6cd4511a-56bd-4eb7-ae92-812c7995a69b,29,M,Delhi,Delhi,Retail,Premium,Credit Card,2020-11-16,26-35,North
730,3ae72497-a3f9-4e85-b3ea-13f1e814a02a,20,M,Telangana,Hyderabad,Retail,High Value,Credit Card,2020-10-21,18-25,South
731,b53579bb-e610-4e68-b754-3610bf54131e,39,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2025-10-08,36-45,South
732,90f65d47-b9ed-4f65-8e2e-75d827ed75c9,18,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2022-07-21,18-25,West
733,6217cef4-7f64-4e2f-af2d-7e0cfd9241e4,35,O,Maharashtra,Mumbai,Retail,Mass,Credit Card,2020-11-20,26-35,West
734,f88c515c-546e-444b-b0a6-6374679b5e4c,53,F,Delhi,Delhi,Retail,Wealth,Personal Loan,2020-09-18,46-55,North
735,6919e336-0687-4d9c-8592-167416a2ce02,18,F,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2022-12-30,18-25,West
736,3f67b9a6-08db-4c65-9792-770c6a843246,22,F,Tamil Nadu,Chennai,Retail,Premium,None,2021-01-05,18-25,South
737,2c5484dc-78ca-4ab1-9716-63ee6c7ab877,25,F,Karnataka,Bengaluru,Retail,Mass,Auto Loan,2021-03-08,18-25,South
738,f4a6503a-62c9-446e-b8f8-8f7d838264e4,37,M,Karnataka,Bengaluru,Retail,Premium,Credit Card,2025-12-27,36-45,South
739,a3353483-0642-4ea0-a558-0a096d984b3b,33,F,Delhi,Delhi,Retail,Premium,Personal Loan,2021-02-27,26-35,North
740,424d8437-cfe5-4982-886b-53b40c5b69fe,54,M,Delhi,Delhi,Retail,Mass,Personal Loan,2022-07-06,46-55,North
741,a14bfdb6-3a14-4612-bdd0-e293b53e1a00,49,F,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2022-11-11,46-55,West
742,6e0b842f-1716-40f5-9060-d35aa5d8586d,43,M,Maharashtra,Mumbai,Retail,High Value,Auto Loan,2025-01-10,36-45,West
743,0617cbf7-05c2-4e3e-9307-f1fe55db8726,39,M,Uttar Pradesh,Noida,Retail,High Value,Home Loan,2020-12-21,36-45,North
744,4da0ec32-725c-438c-9f5e-a3465debb682,42,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2024-05-21,36-45,West
745,4c39b5ec-d7ba-43e5-a442-8772d608856e,27,F,Telangana,Hyderabad,Retail,Premium,None,2023-09-19,26-35,South
746,651c1346-6f98-44bf-b401-94b081ac8b04,48,M,Delhi,Delhi,Retail,Mass,Personal Loan,2024-05-16,46-55,North
747,2fbf4c24-86d6-4e4e-9a41-2d60fe79c11f,24,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2020-09-10,18-25,South
748,af93ad23-5e62-4de4-8a48-d9967c5f39ad,48,M,Delhi,Delhi,Retail,Mass,Personal Loan,2023-05-11,46-55,North
749,db0b0b5e-6b81-4209-84d1-40c3bf263bea,52,M,Haryana,Gurugram,Retail,Premium,Personal Loan,2025-05-18,46-55,North
750,20cb6a4a-c7ef-491c-86a5-e5229ef045dd,40,F,Uttar Pradesh,Noida,Retail,Mass,Auto Loan,2025-12-11,36-45,North
751,fa1b8f02-28a0-4c42-988a-d3b03de86e9e,35,F,Karnataka,Bengaluru,Retail,Mass,Auto Loan,2020-08-20,26-35,South
752,07f5ccd0-c865-4021-a228-10965cd834a4,42,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2024-09-17,36-45,South
753,fa539c34-0df1-48f3-88b5-6c1a44ba4d1e,18,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2021-10-13,18-25,South
754,ee7db0f6-ab04-49a9-859c-e439f5c02f17,41,M,Delhi,Delhi,Retail,Mass,Credit Card,2025-11-04,36-45,North
755,98a2dc6f-ae52-489f-9da4-6ed48bc49760,36,M,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2021-02-03,36-45,South
756,b16b127a-4bde-4740-9d2b-f8716386f11e,37,F,Karnataka,Bengaluru,SME,Premium,Credit Card,2022-06-10,36-45,South
757,f388d8ca-e986-4542-92b9-94cd1834d209,46,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2024-10-09,46-55,South
758,562e4da2-55bb-40a4-8b98-b44872cbca26,37,M,West Bengal,Kolkata,Retail,Mass,Personal Loan,2021-02-18,36-45,East
759,543be979-b027-44ca-a04e-4bf5fa5bfbb2,24,F,Maharashtra,Mumbai,Corporate,Premium,Personal Loan,2024-05-16,18-25,West
760,95c45db1-f61a-4a1e-9ed3-7c6852be0055,36,M,Delhi,Delhi,Retail,High Value,Personal Loan,2020-07-16,36-45,North
761,2054012f-c8a9-4860-8f0b-e2e85f28e6bd,38,F,Maharashtra,Pune,Retail,High Value,Auto Loan,2022-09-20,36-45,West
762,f10b9d0e-6d9d-4adf-8e17-cd3e972cb183,39,M,Maharashtra,Mumbai,Retail,Premium,Credit Card,2023-07-19,36-45,West
763,1a595428-8ca6-446e-a832-ade835f358d3,39,F,Maharashtra,Mumbai,Retail,Wealth,Credit Card,2025-09-06,36-45,West
764,14778410-70b2-4987-bf14-97cca3b76a74,50,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2024-07-30,46-55,West
765,bb00cf81-ce85-4054-a8be-d363919abd50,24,F,West Bengal,Kolkata,Retail,Wealth,Credit Card,2025-09-07,18-25,East
766,b5731067-957b-4587-b3d1-b2124c4c34c4,40,M,Maharashtra,Mumbai,Retail,High Value,Personal Loan,2021-05-01,36-45,West
767,ae54cbef-b2de-4eb0-b3cb-afc8889a685b,53,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2025-06-15,46-55,West
768,04f47970-b76c-4a6b-80e1-53ed4519bfe3,18,M,Maharashtra,Mumbai,Retail,High Value,Credit Card,2025-05-20,18-25,West
769,4eb728b2-f159-4adf-983a-c495c373cd80,40,M,Maharashtra,Mumbai,Retail,Premium,Credit Card,2025-04-28,36-45,West
770,c89fcfb2-6983-4def-8140-279f330e2d91,30,M,Tamil Nadu,Chennai,Retail,Premium,Personal Loan,2020-09-01,26-35,South
771,7f89927c-3db3-4ba3-92cb-7376929193be,33,F,Karnataka,Bengaluru,Corporate,High Value,Credit Card,2020-09-08,26-35,South
772,ad46acf0-4dea-40f1-b329-3bd0840f2f1d,27,F,Telangana,Hyderabad,Retail,Mass,None,2022-02-02,26-35,South
773,ca58970c-fcd7-4ac2-81d6-42d4e0c1c4a3,35,M,Telangana,Hyderabad,SME,Mass,Personal Loan,2025-08-07,26-35,South
774,bb2eff82-132c-4e6b-a567-b9188961ab12,60,F,Uttar Pradesh,Noida,Retail,Premium,Personal Loan,2023-03-31,56-65,North
775,102ec2f1-1d24-413b-bcbc-98a6e5cd6d0c,22,F,Maharashtra,Mumbai,Retail,Premium,Credit Card,2020-10-23,18-25,West
776,e227fecd-bbfc-4451-8a05-004f25783df3,23,M,Uttar Pradesh,Noida,Retail,High Value,Personal Loan,2025-06-22,18-25,North
777,2f1008ca-1833-477d-9855-3052307c8523,22,M,Tamil Nadu,Chennai,Retail,High Value,Credit Card,2021-08-28,18-25,South
778,6c2095c1-ccf7-4006-8d6b-a33277a6458c,58,M,Maharashtra,Mumbai,Retail,Premium,Credit Card,2025-11-26,56-65,West
779,8251e3ff-5c38-4a68-9cfd-2ce0c66e7361,32,M,Maharashtra,Pune,SME,Wealth,Credit Card,2021-08-08,26-35,West
780,8a0e8ae0-39f5-49b1-bd12-e3444709ef2a,37,F,Uttar Pradesh,Noida,Retail,Mass,Credit Card,2023-01-08,36-45,North
781,4ab2928f-f038-4b44-8e75-c419463f9758,33,F,Karnataka,Bengaluru,Retail,Wealth,Credit Card,2021-02-21,26-35,South
782,0ce0acea-beab-4071-b7cd-a54721e914d3,26,F,West Bengal,Kolkata,Retail,Mass,Home Loan,2023-09-27,26-35,East
783,19e46600-d50f-4fc0-853c-ab43d8a919f1,35,M,Delhi,Delhi,Retail,Mass,Personal Loan,2021-09-14,26-35,North
784,83d0ac1c-a4d4-40f2-a20e-89b1417f63bf,67,F,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2021-05-22,65+,South
785,316086ad-03a2-4b1a-8d26-98dd48883415,54,F,Andhra Pradesh,Vijayawada,Corporate,Mass,Credit Card,2024-03-23,46-55,South
786,d937612d-9c84-4c55-9fa6-a8b8b15f9f7b,27,M,Delhi,Delhi,Retail,Mass,Personal Loan,2022-06-27,26-35,North
787,c56be393-9a14-4292-9f8f-d831d57af2df,45,F,Haryana,Gurugram,Retail,Mass,Personal Loan,2023-06-25,36-45,North
788,b6f15ca8-30af-4eb6-8941-8fcde0958655,28,M,Karnataka,Bengaluru,Retail,Premium,Personal Loan,2023-08-22,26-35,South
789,61fdc91d-7f7e-46d3-bbc2-19aa13aedebd,18,M,Haryana,Gurugram,Retail,Premium,Credit Card,2021-08-16,18-25,North
790,26d32724-f4a0-4af6-867d-e5a11ca0309e,50,M,Tamil Nadu,Chennai,Corporate,Mass,Personal Loan,2024-10-06,46-55,South
791,b35c8a9e-20a7-4789-8ed2-a9b0bad800ef,51,M,Karnataka,Bengaluru,SME,Premium,Credit Card,2025-05-07,46-55,South
792,8abc1456-02d1-4b53-b9a9-b16a1b1d132c,50,F,Delhi,Delhi,Retail,Mass,Home Loan,2023-05-17,46-55,North
793,8c9922c1-a198-47ad-8125-9ff08f50de6f,32,M,Karnataka,Bengaluru,Corporate,Mass,Credit Card,2021-07-03,26-35,South
794,984c32df-a175-43da-b226-4e29f3b2353f,35,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2025-02-10,26-35,West
795,34f8ccb8-956e-4156-91a1-ecb3424d5415,46,M,Maharashtra,Mumbai,Retail,Mass,Home Loan,2024-02-21,46-55,West
796,529d3f6f-d464-4998-8787-52efc0876ea3,42,M,Karnataka,Bengaluru,Retail,Premium,Personal Loan,2022-05-08,36-45,South
797,26ee2e00-883f-42ac-8d92-f2deaef4d3e2,33,M,Maharashtra,Mumbai,Retail,Mass,Auto Loan,2023-05-24,26-35,West
798,b60b4e2f-7b8f-4481-b3cc-68ae8f4da5a3,18,M,Maharashtra,Mumbai,Retail,Premium,Credit Card,2022-09-08,18-25,West
799,37e795c3-820e-4aad-b19f-8643b9135fe8,39,F,Maharashtra,Pune,Retail,Mass,Personal Loan,2023-02-10,36-45,West
800,3206ef59-6477-49c9-a4fc-63ab5ced827f,50,M,Maharashtra,Pune,Retail,Premium,Home Loan,2021-07-26,46-55,West
801,c65d4837-731e-494e-8070-62ca8d36c198,23,F,Maharashtra,Pune,Corporate,Wealth,Credit Card,2021-03-18,18-25,West
802,bf718fa3-dd11-408b-86a3-1478ab41d3bc,45,M,Karnataka,Bengaluru,Corporate,Mass,Credit Card,2023-07-17,36-45,South
803,a1bb67af-4d63-433f-ad4f-7709675cf181,41,F,Gujarat,Ahmedabad,Retail,Mass,Credit Card,2023-08-22,36-45,West
804,d74e2709-e4e6-4124-8130-1dd6e96e23b8,47,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2024-06-23,46-55,South
805,625c5fac-d7f8-4636-9a00-68feacd5970c,48,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-07-29,46-55,West
806,471e4d4f-1c5d-403a-adfd-0e6e7a9d0bfc,29,M,Maharashtra,Mumbai,Retail,Mass,Auto Loan,2021-06-04,26-35,West
807,72775aa4-e45b-40ff-9226-006b2767e065,18,F,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2023-04-04,18-25,South
808,5493dfcb-3968-4b59-b737-58e0783fb241,31,M,Maharashtra,Mumbai,Retail,High Value,Credit Card,2022-03-22,26-35,West
809,7379e3e3-864d-4bfc-8c5c-4385b22453c6,48,F,Telangana,Hyderabad,Retail,Wealth,Credit Card,2023-09-18,46-55,South
810,2c119fd0-5e76-4c91-8e9b-9be3dc01dbbb,31,M,Andhra Pradesh,Visakhapatnam,Retail,Mass,Credit Card,2022-02-18,26-35,South
811,c5872728-aacc-4393-bf43-84ea13118426,29,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2022-02-07,26-35,West
812,24e9631e-9d75-47d6-92eb-bf7a33aff153,18,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-02-10,18-25,West
813,49cfdbb2-8349-406d-a4a0-081c8b98ec90,59,F,Andhra Pradesh,Visakhapatnam,SME,Mass,Home Loan,2020-11-20,56-65,South
814,85ac05e6-efc8-4680-a5a4-9bb714fe7b0f,47,M,Telangana,Hyderabad,Retail,High Value,Personal Loan,2021-03-17,46-55,South
815,28aa66f8-4f79-4f3f-8e47-6630e81ca57c,47,F,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2025-02-19,46-55,West
816,2f2f8c13-1a3e-4b72-8c92-d349a168140f,49,F,Gujarat,Ahmedabad,Retail,Mass,Credit Card,2024-10-03,46-55,West
817,dff6eee0-5d7e-485d-976c-273393b1cd75,44,M,Gujarat,Ahmedabad,Retail,Mass,Personal Loan,2020-10-10,36-45,West
818,bbda0039-a7d7-410c-88b6-a7daf4d7947e,35,M,Telangana,Hyderabad,Retail,Mass,Personal Loan,2023-10-21,26-35,South
819,9a6fef49-a944-441e-981d-c7663306a4c1,36,M,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2024-04-21,36-45,South
820,f35d7b04-746f-4459-be4f-d43c3b0c7aa8,32,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2021-08-23,26-35,South
821,8beefc87-fac9-4e94-b5ce-d737eec7d455,69,F,Maharashtra,Mumbai,Retail,Premium,None,2022-09-15,65+,West
822,270343f6-4ea1-4f7c-b9a0-c1bb323465e6,44,M,Telangana,Hyderabad,Retail,Mass,Credit Card,2025-04-11,36-45,South
823,580974a1-07dc-4699-856f-fa3121c68166,32,M,Karnataka,Bengaluru,Retail,High Value,Personal Loan,2025-07-02,26-35,South
824,ac3dca58-86e3-4bcc-9829-8ab331dec8c4,43,F,Tamil Nadu,Chennai,Retail,Mass,Home Loan,2021-07-30,36-45,South
825,977cb9dd-979c-47ea-9fda-47537bac7edd,25,F,Uttar Pradesh,Noida,Retail,Premium,Personal Loan,2021-10-25,18-25,North
826,f2a9705b-ed6c-4b28-b8ea-3c198537cddd,56,M,Maharashtra,Mumbai,Retail,Mass,None,2024-01-27,56-65,West
827,5627ed8e-907b-4883-8024-8cba14ec30d7,30,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2021-04-13,26-35,South
828,bff9c037-a179-498e-8d00-855b03b39776,44,M,Karnataka,Bengaluru,Retail,High Value,Personal Loan,2025-04-25,36-45,South
829,60a9cec9-0441-4f36-952d-710727ea2696,50,F,Gujarat,Ahmedabad,Retail,Premium,Credit Card,2021-03-30,46-55,West
830,f6521518-8a36-4d3a-a005-60a45e118881,42,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2025-07-27,36-45,South
831,ed3fbf7a-cd52-4ef9-8517-684a5391a449,39,M,Tamil Nadu,Chennai,Retail,Mass,Home Loan,2022-07-09,36-45,South
832,dc50ddb7-8cec-478c-8ca0-e664ba156ab6,38,M,Telangana,Hyderabad,Retail,Premium,Personal Loan,2021-05-21,36-45,South
833,0b05de49-dd9a-4cec-8072-deb12b1d901c,37,F,Delhi,Delhi,Retail,High Value,Auto Loan,2022-08-12,36-45,North
834,8eae180b-9d61-4b32-89ab-5b5863cc56db,31,F,Tamil Nadu,Chennai,Retail,Premium,Home Loan,2021-09-27,26-35,South
835,e9db8717-ea18-415e-842a-bfbfde6a78bf,32,M,Maharashtra,Pune,Retail,Mass,Auto Loan,2024-02-14,26-35,West
836,c1aadaf4-d7f5-4e03-8a8f-366f13d3732e,55,F,Telangana,Hyderabad,SME,Mass,Auto Loan,2024-06-04,46-55,South
837,03a580e7-4002-4d68-ae80-ca99c6cb4f7e,36,F,Maharashtra,Pune,Corporate,Mass,Personal Loan,2024-07-19,36-45,West
838,dadea5e8-ae29-47ba-a543-23624267382b,28,M,Andhra Pradesh,Vijayawada,Retail,Mass,Credit Card,2025-05-14,26-35,South
839,dacbf628-8b0a-4768-8c6e-d50bf9c0aac1,31,F,Delhi,Delhi,Retail,Mass,Home Loan,2024-06-26,26-35,North
840,92b976eb-b1b4-4e70-a7fb-8fd96b5f1b27,51,M,Telangana,Hyderabad,Retail,Premium,Credit Card,2024-08-25,46-55,South
841,3d15a5ae-ae91-4f43-a5ca-54daac220d7c,46,O,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2021-11-10,46-55,West
842,fc70c8ac-9fcc-4ef0-abc1-171a731493ae,44,M,Haryana,Gurugram,Retail,Premium,Personal Loan,2024-11-02,36-45,North
843,eee8f15a-21fd-46a6-9d26-c3ea0feb3282,34,M,Telangana,Hyderabad,Retail,Premium,Personal Loan,2025-02-04,26-35,South
844,75ef8b7c-7d58-4b70-a660-65b7f5bc1c2e,44,M,Delhi,Delhi,Retail,Premium,Auto Loan,2021-12-27,36-45,North
845,c605cd89-d48e-4da6-84a4-ad14418c4f6f,30,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-01-22,26-35,West
846,91122ab5-110b-4595-abc1-094d32df9dbc,34,F,Gujarat,Ahmedabad,Retail,Mass,Credit Card,2024-10-27,26-35,West
847,d59c97cc-ade8-4e0a-84a4-34be42243bc9,49,M,Delhi,Delhi,Retail,Mass,None,2022-02-20,46-55,North
848,477fe36b-3373-4e90-a857-c40e6f2a8aca,48,M,Tamil Nadu,Chennai,SME,Mass,Personal Loan,2024-10-26,46-55,South
849,e0afc945-50a5-44b8-a18f-04f516164fa8,26,M,Maharashtra,Mumbai,Retail,Mass,Home Loan,2021-09-13,26-35,West
850,209e9f30-82d9-47cb-a8fb-67fb373c9b56,27,F,Rajasthan,Jaipur,Retail,Mass,Personal Loan,2025-10-29,26-35,North
851,b9e9738e-7d18-49de-9ae6-3400ecfaa9af,39,F,Maharashtra,Mumbai,SME,Mass,Personal Loan,2022-10-09,36-45,West
852,4368205f-04ba-4247-965a-12bdae673994,58,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2022-09-26,56-65,West
853,14b1ab25-1650-4e83-ab0c-a9b5fd28b975,18,M,Uttar Pradesh,Noida,Retail,High Value,Personal Loan,2023-12-18,18-25,North
854,aecea4c1-d16f-4e6f-a140-9bfaefd5c1b7,41,M,West Bengal,Kolkata,Retail,Premium,Credit Card,2022-03-26,36-45,East
855,e6cb98d3-9c7b-4dd3-99ab-7146d690d980,21,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2023-12-04,18-25,South
856,35cee2dd-233f-458d-9305-b23165f8c3f6,30,F,Delhi,Delhi,Retail,High Value,Personal Loan,2022-06-05,26-35,North
857,b8c0a9be-2024-461e-abd6-43ff6966796c,33,F,Maharashtra,Pune,Retail,Mass,Personal Loan,2024-10-11,26-35,West
858,7ef8854e-986c-4288-8f24-d6fa71bf49c8,32,F,Gujarat,Ahmedabad,Retail,Mass,Credit Card,2022-11-21,26-35,West
859,fced2f86-e47c-4293-953e-a1122285053d,31,M,Delhi,Delhi,Retail,Premium,Personal Loan,2021-11-11,26-35,North
860,97eb0f5c-47d5-45e4-b654-24d6e43bb1f8,38,F,Telangana,Hyderabad,Corporate,Mass,Home Loan,2020-09-17,36-45,South
861,a61d04fd-fb66-44df-aa18-573bd06684b9,31,M,Maharashtra,Pune,Retail,Mass,Auto Loan,2024-01-12,26-35,West
862,19b688bd-652a-4946-b775-47280518ad7b,20,M,Maharashtra,Pune,Retail,Mass,Credit Card,2023-06-01,18-25,West
863,cbf4bb9e-382f-414b-b41d-676865609c1b,47,M,Haryana,Gurugram,Retail,Mass,Credit Card,2023-05-25,46-55,North
864,a9db7e30-beac-4a6d-b527-f37cb867fa31,47,M,Telangana,Hyderabad,Retail,Premium,Credit Card,2021-04-17,46-55,South
865,0f10d2d3-a71e-4c85-9117-0790212f9795,48,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2020-09-24,46-55,West
866,e5343d62-1a55-418b-8636-33a6e52c6037,19,M,Gujarat,Ahmedabad,Retail,Mass,Auto Loan,2022-06-19,18-25,West
867,2eaf59d7-d6c8-4fa4-ad1f-bd4ec0271fab,41,F,Uttar Pradesh,Noida,SME,Mass,None,2021-07-02,36-45,North
868,a5c6c244-7f3c-4c7b-bf8d-26a06029c7f0,46,F,Haryana,Gurugram,Retail,Mass,Credit Card,2025-07-17,46-55,North
869,4d7e9a46-a59e-43a9-a345-7956a8b59d31,25,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2021-11-05,18-25,West
870,2e0c0723-4e97-4855-a5e2-7305bc41fa93,38,F,Karnataka,Bengaluru,Retail,High Value,Home Loan,2021-07-26,36-45,South
871,2d39aa24-c023-4bff-a9a5-7935a3a36325,36,M,Maharashtra,Pune,Retail,Premium,Personal Loan,2022-02-02,36-45,West
872,fa6d2c6f-dd50-4721-a293-98c4722d53d1,60,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2022-10-21,56-65,West
873,41a9f065-baa7-420a-ad04-351d3e18572a,61,M,Kerala,Kochi,Retail,Premium,Credit Card,2021-01-28,56-65,South
874,d13b25a4-ab66-4a75-b034-ad641a860bee,18,M,Delhi,Delhi,Retail,Mass,Credit Card,2022-06-04,18-25,North
875,3f0b8513-7b75-4a88-b455-1c7a12eb2319,67,F,Maharashtra,Pune,Retail,Mass,Credit Card,2021-05-15,65+,West
876,0ba76eb9-4c6d-4232-9176-26c4d370006e,27,M,Gujarat,Ahmedabad,Retail,Mass,Personal Loan,2025-01-06,26-35,West
877,859ed9fa-b65c-4e3d-b579-32bafc1f71aa,49,M,Delhi,Delhi,Retail,Mass,Personal Loan,2022-05-12,46-55,North
878,802a795c-9fc6-4d7d-9888-df98615c7aa4,49,M,Karnataka,Bengaluru,Retail,Premium,Credit Card,2023-08-11,46-55,South
879,6de3bc98-76d4-4084-861c-9a46f91938cd,26,M,Tamil Nadu,Chennai,SME,Wealth,Auto Loan,2021-04-01,26-35,South
880,f9f95d1b-3ad7-4a23-a209-369800fb85dd,43,F,Telangana,Hyderabad,Retail,Mass,Auto Loan,2021-03-07,36-45,South
881,92592c3d-3f7b-41bd-8d72-7f03f02f6655,36,M,Delhi,Delhi,Corporate,Mass,Credit Card,2021-05-20,36-45,North
882,549ac75d-248c-4a57-8b20-3db2eba372fb,44,F,Tamil Nadu,Chennai,Retail,Premium,Personal Loan,2024-10-28,36-45,South
883,49614fa2-59da-4415-9787-dc80e5ede8c8,40,F,West Bengal,Kolkata,Retail,Mass,Home Loan,2023-04-23,36-45,East
884,d1e56cf9-5166-4ea9-87ed-c2c7af7ec960,52,F,Delhi,Delhi,Retail,Mass,Credit Card,2026-01-01,46-55,North
885,cd95b32c-fb6f-4301-8ddb-535705d9d5d9,38,M,Maharashtra,Mumbai,Retail,Wealth,Credit Card,2020-08-21,36-45,West
886,67904b21-bd45-43ae-8307-783324f60be2,35,F,Delhi,Delhi,Retail,Premium,Credit Card,2024-08-04,26-35,North
887,61e7c525-aab2-453e-a639-5bf8164d2e75,51,M,Delhi,Delhi,Retail,Wealth,Personal Loan,2022-08-02,46-55,North
888,b985a647-6150-41b5-87e4-a2201332f6ea,44,M,Maharashtra,Mumbai,SME,Mass,Home Loan,2023-05-02,36-45,West
889,995be6e1-6b40-49e6-b5d2-5262ec03830a,46,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2021-01-18,46-55,West
890,5815d80d-0e10-4ed6-8f36-0fac8f3c2321,30,F,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2021-07-04,26-35,South
891,fff674eb-63df-4a3e-85f6-e1c003c2e060,25,M,Karnataka,Bengaluru,Retail,High Value,Auto Loan,2021-10-01,18-25,South
892,0e6444e7-28f1-4120-811d-2e616e8d7243,31,F,Rajasthan,Jaipur,Retail,Mass,Credit Card,2022-06-25,26-35,North
893,5bb4351c-0555-4014-b462-d6d6e0127eb5,30,M,Karnataka,Bengaluru,Retail,Mass,Auto Loan,2025-05-08,26-35,South
894,f1f51c00-7d22-4b60-a442-1ecc1a51f9a3,47,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2020-12-20,46-55,West
895,9bfe10d9-6a92-4116-aede-940dac6ae27e,49,F,Maharashtra,Pune,Retail,Premium,Credit Card,2025-08-29,46-55,West
896,163cc932-3de1-481b-875a-f009667b3a3a,36,M,Gujarat,Ahmedabad,Retail,Premium,Auto Loan,2023-07-05,36-45,West
897,f32b0c83-911a-4c9b-a88e-5fd4c894f0a8,55,F,Karnataka,Bengaluru,Retail,Premium,None,2023-12-05,46-55,South
898,85aada90-846f-4b4a-9659-64716089df04,54,F,Karnataka,Bengaluru,Retail,Mass,None,2023-11-12,46-55,South
899,424c5322-2c77-457a-bce8-4a584f5cc40e,40,F,Maharashtra,Mumbai,Retail,Premium,Home Loan,2020-08-26,36-45,West
900,c7129f1d-611c-4608-9dbe-73d149c0004a,28,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2024-09-26,26-35,South
901,508bf22e-35d9-4e08-a48a-661c877ddd42,56,F,Delhi,Delhi,SME,Mass,Personal Loan,2022-10-30,56-65,North
902,b94eec11-d5a2-4c00-804c-02b19b1e0c5c,37,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2024-10-22,36-45,South
903,9723401a-40cd-484f-9925-ebadab10494b,39,F,Maharashtra,Mumbai,Corporate,Mass,Auto Loan,2021-01-04,36-45,West
904,97a8522f-b987-4145-a0c4-f9ee8795c98a,33,M,Delhi,Delhi,Retail,Mass,Credit Card,2021-12-21,26-35,North
905,74901530-a0f0-45ea-9c41-84f6f2cc5b6d,27,F,Rajasthan,Jaipur,Retail,Wealth,Home Loan,2023-09-25,26-35,North
906,bced933d-428a-4efc-8e73-f9c750038f5b,20,M,Tamil Nadu,Chennai,Retail,Mass,Auto Loan,2025-07-25,18-25,South
907,64b44703-3000-44f1-b243-a106b4c492ed,45,M,Delhi,Delhi,Retail,Mass,None,2025-03-02,36-45,North
908,04177fc1-15d3-43bd-a61a-f0cdee14bd28,28,F,Maharashtra,Mumbai,Retail,Premium,Auto Loan,2024-09-03,26-35,West
909,b658bce8-a33a-4fa4-b657-b9dd5464d849,74,M,Karnataka,Bengaluru,Retail,Premium,Credit Card,2023-10-12,65+,South
910,5be866f4-22cd-4fc7-8078-d15bf6a91688,24,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2021-02-25,18-25,South
911,a4798673-2aff-4db3-9508-3414fa780351,22,F,Maharashtra,Pune,SME,Premium,None,2025-05-07,18-25,West
912,aa5d55d9-da98-4909-9cda-4b7be0058743,44,M,Gujarat,Ahmedabad,Retail,Mass,Personal Loan,2022-11-05,36-45,West
913,cbcf9367-ae6b-4493-86c7-94bd1b851583,56,M,Gujarat,Ahmedabad,Retail,Mass,Personal Loan,2024-02-07,56-65,West
